,text
2624,"nordstjernan will make the offer in approximately one month , in september 2007 ."
2625,"finland 's national carrier finnair plc carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported tuesday ."
2626,"according to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest ."
2627,"alexandria , va. , nov. 19 -- erkki aho , elimaki , finland , has developed a method and apparatus in conjunction with a shoe press ."
2628,( the acquisition sum has not been disclosed . )
2629,stock exchange release 10/3/2011 12:00 sanoma has published its annual report and financial statements for 2010 and its first corporate responsibility report .
2630,"outotec , headquartered in espoo , finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries ."
2631,"the deal , already approved by shareholders , will be carried out in the first half of 2011 ."
2632,"alexandria , va. , march 28 -- pertti salmi and hanna vuolteenaho , both of oulu , finland , and sami viitasaari of ii , finland , have developed an ornamental design for a handset , the u.s. patent & trademark office announced ."
2633,"after buying eukor car carriers 50 percent stake , grimaldi group is now the sole owner of the swedish roll-on , roll-off port of wallhamn ."
2634,"some of the most recent technology deliveries include refinery technology to anrak aluminium , an iron ore pelletizing plant to tata steel and iron ore sintering plants to bhushan steel ."
2635,"cathay forest 's strategy is to develop sustainable , regenerative forest assets ."
2636,yit kausta will build commercial and residential highrises in virsuliskes area .
2637,no changes regarding the virala oy ab s ownership of shares of tiimari has taken place .
2638,renesas mobile europe ltd has approximately 470 employees in oulu .
2639,chief financial officer jim heindlmeyer said beyond oblivion is in advanced talks with the four major recording companies about its service .
2640,"at the same time , sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg ."
2641,"the first four of the new shop-in-shops will be opened this spring : on madison avenue in new york as well as in chicago , los angeles and san francisco ."
2642,`` stonesoft sees great promise in the future of ipv6 .
2643,"the 718,430 new series a shares will become subject to trading on the helsinki stock exchange 's main list , together with the old series a shares , on july 3 , 2006 ."
2644,"the cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ."
2645,"the figure includes the change in the fair value of the property portfolio , eur 26.2 million ."
2646,"in 2009 , comptel slipped to a net loss of eur2 .1 m from a profit of eur6 .6 m in the previous year ."
2647,the majority of the company 's personnel in finland is temporarily laid off from one to six weeks in the period from february to june 2009 period .
2648,"isms does not disclose its financial results , the daily said ."
2649,m. and a master of business administration mba .
2650,"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila 's factory at khopoli , near mumbai ."
2651,"swedish engineering consultant firm etteplan is to establish a unit in town borl+ænge , by the turn of the month march-april 2008 ."
2652,"h+_kan dahlstr+¦m , head of mobility services at teliasonera , has forecast that mobile data volume on the teliasonera network in sweden will rise eight-fold to 200,000 tb by 2014 ."
2653,"helsinki ( afx ) - shares closed higher , led by nokia after it announced plans to team up with sanyo to manufacture 3g handsets , and by nokian tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said ."
2654,acquisitions have been made and businesses have been well integrated .
2655,grounds for the notification : tiimari plc 12/30/2010 issued capital convertible loan allocation decision by the board on 01/31/2011 .
2656,"ahms will also offer hotel and hotel project consultancy , management services , brand franchise , training and sales and marketing services on a pan-india basis ."
2657,"ragutis , which is based in lithuania 's second-largest city kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters ."
2658,the shares subscribed will be eligible for trade on the following day from the registration .
2659,the firm generated sales of 187 mln eur in 2005 .
2660,the combined value of the planned investments is about eur 30mn .
2661,"compared with the ftse 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % ."
